"geneName","teName","coef","pvalue","padj","pair","species","teAge","kznfAge","link","family_id"
"ZNF528","MER99",0.689498336975495,8.62952614357871e-07,4.85035488264011e-06,"MER99:ZNF528","Hs","old","young","young","hAT"
"ZNF528","MIR3",0.786005330696882,1.8651211710635e-09,2.67398026291432e-08,"MIR3:ZNF528","Hs","old","young","young","MIR"
"ZNF528","MIR",0.779068860254306,3.20169047870463e-09,4.19335382549838e-08,"MIR:ZNF528","Hs","old","young","young","MIR"
"ZNF528","MIRb",0.782275245355468,2.5000973325828e-09,3.41183642907734e-08,"MIRb:ZNF528","Hs","old","young","young","MIR"
"ZNF528","MIRc",0.767692408620068,7.45864136383176e-09,8.5380675421541e-08,"MIRc:ZNF528","Hs","old","young","young","MIR"
"ZNF528","MLT1A0",0.763442858610818,1.01064794878229e-08,1.10373689196984e-07,"MLT1A0:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1B",0.710094834905392,2.87082370755053e-07,1.88298668556087e-06,"MLT1B:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1C",0.763667246624639,9.94721411062021e-09,1.0881928271496e-07,"MLT1C:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1D",0.71973211484148,1.65985680016748e-07,1.17884928294451e-06,"MLT1D:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1E3",0.670952172206474,2.15934490107724e-06,1.07202008617639e-05,"MLT1E3:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1F1",0.769280689259201,6.64712206249961e-09,7.74161863851166e-08,"MLT1F1:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1F2",0.756298397612929,1.66104872986425e-08,1.67299098425982e-07,"MLT1F2:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1F",0.699102197649475,5.22462235137081e-07,3.14710246340418e-06,"MLT1F:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1G1",0.77088139139658,5.91310284752764e-09,7.01780322292096e-08,"MLT1G1:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1G3",0.727080040899553,1.07646570100561e-07,8.15920038361577e-07,"MLT1G3:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1G",0.723172667830588,1.35752727240302e-07,9.93639774290831e-07,"MLT1G:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1H1",0.735519486818686,6.43350316507356e-08,5.25325746012181e-07,"MLT1H1:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1H",0.762283856749464,1.09676076813103e-08,1.18309435607566e-07,"MLT1H:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1I",0.744857835040746,3.55703859001656e-08,3.18533900684922e-07,"MLT1I:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1J1",0.685481893521986,1.0585187484289e-06,5.78029848232215e-06,"MLT1J1:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1J",0.729654811206925,9.21876121411903e-08,7.14803427753383e-07,"MLT1J:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT1L",0.725705414710849,1.16852468610258e-07,8.75638117844802e-07,"MLT1L:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MLT2B2",0.66591885400033,2.73932377353969e-06,1.31665536150866e-05,"MLT2B2:ZNF528","Hs","old","young","young","ERVL"
"ZNF528","MLT2B3",0.586390243049089,7.00238220846768e-05,0.000228857627761545,"MLT2B3:ZNF528","Hs","old","young","young","ERVL"
"ZNF528","MLT2B4",0.660355319582998,3.54491020563048e-06,1.64816913250647e-05,"MLT2B4:ZNF528","Hs","old","young","young","ERVL"
"ZNF528","MLT2C1",0.730146531224847,8.94804784296325e-08,6.97030902308941e-07,"MLT2C1:ZNF528","Hs","old","young","young","ERVL"
"ZNF528","MLT2D",0.738324344632927,5.39860629872967e-08,4.52624811618307e-07,"MLT2D:ZNF528","Hs","old","young","young","ERVL"
"ZNF528","MSTA-int",0.682127477329541,1.25235622894552e-06,6.69507302528405e-06,"MSTA-int:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MSTA",0.64627814982005,6.65052062219547e-06,2.85926437487797e-05,"MSTA:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","MSTB",0.744656663673353,3.60369757662653e-08,3.21856709776117e-07,"MSTB:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","MSTC",0.634081252178449,1.11848693229671e-05,4.51645518315873e-05,"MSTC:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MSTD",0.725987982703539,1.14902513846292e-07,8.62732017573291e-07,"MSTD:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","MamRep1879",0.769468940649798,6.55659170527211e-09,7.65185937366308e-08,"MamRep1879:ZNF528","Hs","old","young","young","hAT"
"ZNF528","MamRep38",0.719829698276119,1.65048491870152e-07,1.1736383235532e-06,"MamRep38:ZNF528","Hs","old","young","young","hAT"
"ZNF528","MamRep434",0.715133422497126,2.16177361485327e-07,1.47738523724794e-06,"MamRep434:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","PRIMA41-int",0.683531763724539,1.16753792098606e-06,6.29744414554706e-06,"PRIMA41-int:ZNF528","Hs","old","young","young","ERV1"
"ZNF528","THE1A-int",0.755752470591972,1.72412791684083e-08,1.72816199029834e-07,"THE1A-int:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","THE1A",0.72920140074479,9.4750979227447e-08,7.31264802867913e-07,"THE1A:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","THE1B",0.717097809814657,1.93228220443716e-07,1.3426499689929e-06,"THE1B:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","THE1C-int",0.735019180714901,6.63641400025725e-08,5.39569153464639e-07,"THE1C-int:ZNF528","Hs","old","young","young","ERVL-MaLR"
"ZNF528","THE1C",0.732921828285277,7.55342333338563e-08,6.02947988959076e-07,"THE1C:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","THE1D-int",0.716036870933156,2.05326154067393e-07,1.41492090424486e-06,"THE1D-int:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","THE1D",0.694007488542558,6.83444979142514e-07,3.96443151977581e-06,"THE1D:ZNF528","Hs","young","young","young","ERVL-MaLR"
"ZNF528","Tigger3a",0.742733002216994,4.07949964119793e-08,3.57355173939573e-07,"Tigger3a:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger3c",0.812079069964652,2.0185611196885e-10,4.31928826819692e-09,"Tigger3c:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger3d",0.760515676491448,1.24138541414646e-08,1.3103316213439e-07,"Tigger3d:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger4a",0.721682578615271,1.48158007559127e-07,1.07102043175354e-06,"Tigger4a:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger4b",0.721581492601299,1.49036502287668e-07,1.07621292107323e-06,"Tigger4b:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger5",0.748732738534987,2.76086158879994e-08,2.57163634282906e-07,"Tigger5:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF528","Tigger7",0.698832680089785,5.30012088051586e-07,3.18736908864736e-06,"Tigger7:ZNF528","Hs","old","young","young","TcMar-Tigger"
"ZNF597","HERV4_I-int",0.794343141181029,9.48340989036775e-10,1.5223391669866e-08,"HERV4_I-int:ZNF597","Hs","old","old","old","ERV1"
"ZNF584","HERV4_I-int",0.689829052328446,8.48437353514546e-07,4.77912945585343e-06,"HERV4_I-int:ZNF584","Hs","old","old","old","ERV1"
"ZNF584","LTR22C",0.771678536776884,5.57643000746676e-09,6.68262768956094e-08,"LTR22C:ZNF584","Hs","young","old","young","ERVK"
"ZNF584","LTR82B",0.655194706606568,4.48141435669065e-06,2.02504245221847e-05,"LTR82B:ZNF584","Hs","old","old","old","ERVL"
"ZNF154","HERVIP10F-int",0.729230714920653,9.45832720237931e-08,7.30199262889496e-07,"HERVIP10F-int:ZNF154","Hs","old","old","old","ERV1"
"ZNF154","PABL_B",0.720700526329288,1.56899567661589e-07,1.12420476087383e-06,"PABL_B:ZNF154","Hs","old","old","old","ERV1"
"ZKSCAN4","MER66B",0.709051001268387,3.04233766491503e-07,1.978449840217e-06,"MER66B:ZKSCAN4","Hs","young","old","young","ERV1"
"ZKSCAN7","MLT1E1A",0.709687633955504,2.93663783712308e-07,1.91950992498167e-06,"MLT1E1A:ZKSCAN7","Hs","old","old","old","ERVL-MaLR"
"ZKSCAN7","MSTB1",0.709305450285937,2.99967622786084e-07,1.95483552227476e-06,"MSTB1:ZKSCAN7","Hs","old","old","old","ERVL-MaLR"
"ZNF334","HERV1_LTRd",0.598861149140964,4.45837939617907e-05,0.00015327164082602,"HERV1_LTRd:ZNF334","Hs","young","old","young","ERV1"
"ZNF334","LTR26",0.669845822348506,2.27615049125051e-06,1.12257017424175e-05,"LTR26:ZNF334","Hs","old","old","old","ERV1"
"ZNF334","MER66B",0.776367376276617,3.93114224933325e-09,4.97775161703399e-08,"MER66B:ZNF334","Hs","young","old","young","ERV1"
"ZNF334","MamGypLTR2b",0.75794010791861,1.48405692504075e-08,1.52184328191418e-07,"MamGypLTR2b:ZNF334","Hs","old","old","old","Gypsy"
"PEG3","HERV4_I-int",0.779323728454664,3.13982616372991e-09,4.12929887763359e-08,"HERV4_I-int:PEG3","Hs","old","old","old","ERV1"
